name,id,nametype,recclass,mass,fall,year,reclat,reclong,geolocation/type,geolocation/coordinates/0,geolocation/coordinates/1,:@computed_region_cbhk_fwbd,:@computed_region_nnqa_25f4
Inner Mongolia,12037,Valid,L6,3000,Fell,1963-01-01T00:00:00.000,41,112,Point,112,41,,
Innisfree,12039,Valid,L5,4576,Fell,1977-01-01T00:00:00.000,53.415,-111.3375,Point,-111.3375,53.415,,
Ipiranga,12043,Valid,H6,7000,Fell,1972-01-01T00:00:00.000,-25.5,-54.5,Point,-54.5,-25.5,,
Ishinga,12049,Valid,H,1300,Fell,1954-01-01T00:00:00.000,-8.93333,33.8,Point,33.8,-8.93333,,
Isthilart,12053,Valid,H5,3050,Fell,1928-01-01T00:00:00.000,-31.18333,-57.95,Point,-57.95,-31.18333,,
Itapicuru-Mirim,12056,Valid,H5,2024,Fell,1879-01-01T00:00:00.000,-3.4,-44.33333,Point,-44.33333,-3.4,,
Itqiy,12058,Valid,EH7-an,4720,Fell,1990-01-01T00:00:00.000,26.59083,-12.95217,Point,-12.95217,26.59083,,
Ivuna,12063,Valid,CI1,704.5,Fell,1938-01-01T00:00:00.000,-8.41667,32.43333,Point,32.43333,-8.41667,,
Jackalsfontein,12065,Valid,L6,48000,Fell,1903-01-01T00:00:00.000,-32.5,21.9,Point,21.9,-32.5,,
Jajh deh Kot Lalu,12067,Valid,EL6,973,Fell,1926-01-01T00:00:00.000,26.75,68.41667,Point,68.41667,26.75,,
Jalanash,12068,Valid,Ureilite,700,Fell,1990-01-01T00:00:00.000,,,,,,,
Jalandhar,12069,Valid,Iron,1967,Fell,1621-01-01T00:00:00.000,31,75,Point,75,31,,
Jamkheir,12072,Valid,H6,22,Fell,1866-01-01T00:00:00.000,18.75,75.33333,Point,75.33333,18.75,,
Jartai,12074,Valid,L6,20500,Fell,1979-01-01T00:00:00.000,39.7,105.8,Point,105.8,39.7,,
Jelica,12078,Valid,LL6,34000,Fell,1889-01-01T00:00:00.000,43.83333,20.44167,Point,20.44167,43.83333,,
Jemlapur,12079,Valid,L6,450,Fell,1901-01-01T00:00:00.000,,,,,,,
Jesenice,51589,Valid,L6,3667,Fell,2009-01-01T00:00:00.000,46.42137,14.05217,Point,14.05217,46.42137,,
Jhung,12085,Valid,L5,5900,Fell,1873-01-01T00:00:00.000,31.3,72.38333,Point,72.38333,31.3,,
Jiange,12086,Valid,H5,222,Fell,1964-01-01T00:00:00.000,31.91667,104.91667,Point,104.91667,31.91667,,
Jianshi,12087,Valid,"Iron, IIIAB",600000,Fell,1890-01-01T00:00:00.000,30.80833,109.5,Point,109.5,30.80833,,
Jilin,12171,Valid,H5,4000000,Fell,1976-01-01T00:00:00.000,44.05,126.16667,Point,126.16667,44.05,,
Jodiya,47362,Valid,L5,100,Fell,2006-01-01T00:00:00.000,22.68,70.31333,Point,70.31333,22.68,,
Jodzie,12173,Valid,Howardite,30,Fell,1877-01-01T00:00:00.000,55.7,24.4,Point,24.4,55.7,,
Johnstown,12198,Valid,Diogenite,40300,Fell,1924-01-01T00:00:00.000,40.35,-104.9,Point,-104.9,40.35,9,1072
Jolomba,12199,Valid,LL6,483,Fell,1974-01-01T00:00:00.000,-11.85,15.83333,Point,15.83333,-11.85,,
Jonzac,12202,Valid,Eucrite-mmict,5000,Fell,1819-01-01T00:00:00.000,45.43333,-0.45,Point,-0.45,45.43333,,
Juancheng,12203,Valid,H5,100000,Fell,1997-01-01T00:00:00.000,35.5,115.41667,Point,115.41667,35.5,,
Judesegeri,12207,Valid,H6,680,Fell,1876-01-01T00:00:00.000,12.85,76.8,Point,76.8,12.85,,
Jumapalo,12209,Valid,L6,32490,Fell,1984-01-01T00:00:00.000,-7.71667,111.2,Point,111.2,-7.71667,,
Junan,12210,Valid,L6,950,Fell,1976-01-01T00:00:00.000,35.2,118.8,Point,118.8,35.2,,
Juromenha,12213,Valid,"Iron, IIIAB",25250,Fell,1968-01-01T00:00:00.000,38.74028,-7.27,Point,-7.27,38.74028,,
Juvinas,12214,Valid,Eucrite-mmict,91000,Fell,1821-01-01T00:00:00.000,44.71667,4.3,Point,4.3,44.71667,,
Kaba,12218,Valid,CV3,3000,Fell,1857-01-01T00:00:00.000,47.35,21.3,Point,21.3,47.35,,
Kabo,12220,Valid,H4,13400,Fell,1971-01-01T00:00:00.000,11.85,8.21667,Point,8.21667,11.85,,
Kadonah,12221,Valid,H6,89,Fell,1822-01-01T00:00:00.000,27.08333,78.33333,Point,78.33333,27.08333,,
Kaee,12222,Valid,H5,230,Fell,1838-01-01T00:00:00.000,27.25,79.96667,Point,79.96667,27.25,,
Kagarlyk,12227,Valid,L6,1900,Fell,1908-01-01T00:00:00.000,49.86667,30.83333,Point,30.83333,49.86667,,
Kaidun,12228,Valid,CR2,2000,Fell,1980-01-01T00:00:00.000,15,48.3,Point,48.3,15,,
Kainsaz,12229,Valid,CO3.2,200000,Fell,1937-01-01T00:00:00.000,55.43333,53.25,Point,53.25,55.43333,,
Kakangari,12230,Valid,K3,350,Fell,1890-01-01T00:00:00.000,12.38333,78.51667,Point,78.51667,12.38333,,
Kakowa,12231,Valid,L6,577,Fell,1858-01-01T00:00:00.000,45.13333,21.66667,Point,21.66667,45.13333,,
Kalaba,12232,Valid,H4,950,Fell,1951-01-01T00:00:00.000,-6.83333,29.5,Point,29.5,-6.83333,,
Kalumbi,12236,Valid,L6,4500,Fell,1879-01-01T00:00:00.000,17.83333,73.98333,Point,73.98333,17.83333,,
Kamalpur,12238,Valid,L6,2770,Fell,1942-01-01T00:00:00.000,26.03333,81.46667,Point,81.46667,26.03333,,
Kamiomi,12240,Valid,H5,448,Fell,1913-01-01T00:00:00.000,36.04167,139.95667,Point,139.95667,36.04167,,
Kamsagar,12241,Valid,L6,1293,Fell,1902-01-01T00:00:00.000,14.18333,75.8,Point,75.8,14.18333,,
Kandahar (Afghanistan),12243,Valid,L6,299,Fell,1959-01-01T00:00:00.000,31.6,65.78333,Point,65.78333,31.6,,
Kangean,12245,Valid,H5,1630,Fell,1908-01-01T00:00:00.000,-7,115.5,Point,115.5,-7,,
Kangra Valley,12246,Valid,H5,400,Fell,1897-01-01T00:00:00.000,32.08333,76.3,Point,76.3,32.08333,,
Kapoeta,12251,Valid,Howardite,11355,Fell,1942-01-01T00:00:00.000,4.7,33.63333,Point,33.63333,4.7,,
Kaprada,47357,Valid,L5/6,1600,Fell,2004-01-01T00:00:00.000,20.33916,73.22329,Point,73.22329,20.33916,,
Kaptal-Aryk,12253,Valid,L6,3500,Fell,1937-01-01T00:00:00.000,42.45,73.36667,Point,73.36667,42.45,,
Karakol,12256,Valid,LL6,3000,Fell,1840-01-01T00:00:00.000,47.21667,81.01667,Point,81.01667,47.21667,,
Karatu,12258,Valid,LL6,2220,Fell,1963-01-01T00:00:00.000,-3.5,35.58333,Point,35.58333,-3.5,,
Karewar,12260,Valid,L6,180,Fell,1949-01-01T00:00:00.000,12.9,7.15,Point,7.15,12.9,,
Karkh,12262,Valid,L6,22000,Fell,1905-01-01T00:00:00.000,27.8,67.16667,Point,67.16667,27.8,,
Karloowala,12263,Valid,L6,2950,Fell,1955-01-01T00:00:00.000,31.58333,71.6,Point,71.6,31.58333,,
Karoonda,12264,Valid,CK4,41730,Fell,1930-01-01T00:00:00.000,-35.08333,139.91667,Point,139.91667,-35.08333,,
Kasamatsu,12266,Valid,H,710,Fell,1938-01-01T00:00:00.000,35.36667,136.76667,Point,136.76667,35.36667,,
Kasauli,30740,Valid,H4,16820,Fell,2003-01-01T00:00:00.000,29.58333,77.58333,Point,77.58333,29.58333,,
Katagum,35465,Valid,L6,1500,Fell,1999-01-01T00:00:00.000,11.33333,10.08333,Point,10.08333,11.33333,,
Kavarpura,47351,Valid,"Iron, IIE-an",6800,Fell,2006-01-01T00:00:00.000,25.14333,75.81333,Point,75.81333,25.14333,,
Kayakent,12268,Valid,"Iron, IIIAB",85000,Fell,1961-01-01T00:00:00.000,39.26333,31.78,Point,31.78,39.26333,,
Kediri,12270,Valid,L4,3300,Fell,1940-01-01T00:00:00.000,-7.75,112.01667,Point,112.01667,-7.75,,
Kemer,53654,Valid,L4,5760,Fell,2008-01-01T00:00:00.000,36.54194,29.41822,Point,29.41822,36.54194,,
Kendleton,12275,Valid,L4,6937,Fell,1939-01-01T00:00:00.000,29.45,-96,Point,-96,29.45,23,3190
Kendrapara,12276,Valid,H4-5,6669.2,Fell,2003-01-01T00:00:00.000,20.4625,86.70278,Point,86.70278,20.4625,,
Kerilis,12282,Valid,H5,5000,Fell,1874-01-01T00:00:00.000,48.4,-3.3,Point,-3.3,48.4,,
Kernouve,12284,Valid,H6,80000,Fell,1869-01-01T00:00:00.000,48.11667,-3.08333,Point,-3.08333,48.11667,,
Kesen,12286,Valid,H4,135000,Fell,1850-01-01T00:00:00.000,38.98333,141.61667,Point,141.61667,38.98333,,
Khairpur,12288,Valid,EL6,13600,Fell,1873-01-01T00:00:00.000,29.53333,72.3,Point,72.3,29.53333,,
Khanpur,12289,Valid,LL5,3698,Fell,1932-01-01T00:00:00.000,25.55,83.11667,Point,83.11667,25.55,,
Kharkov,12291,Valid,L6,1500,Fell,1787-01-01T00:00:00.000,50.625,35.075,Point,35.075,50.625,,
Kheragur,12294,Valid,L6,450,Fell,1860-01-01T00:00:00.000,26.95,77.88333,Point,77.88333,26.95,,
Khetri,12296,Valid,H6,100,Fell,1867-01-01T00:00:00.000,28.01667,75.81667,Point,75.81667,28.01667,,
Khmelevka,12297,Valid,L5,6109,Fell,1929-01-01T00:00:00.000,56.75,75.33333,Point,75.33333,56.75,,
Khohar,12298,Valid,L3.6,9700,Fell,1910-01-01T00:00:00.000,25.1,81.53333,Point,81.53333,25.1,,
Khor Temiki,12299,Valid,Aubrite,3200,Fell,1932-01-01T00:00:00.000,16,36,Point,36,16,,
Kidairat,12300,Valid,H6,100000,Fell,1983-01-01T00:00:00.000,14,28,Point,28,14,,
Kiel,12301,Valid,L6,737.6,Fell,1962-01-01T00:00:00.000,54.4,10.15,Point,10.15,54.4,,
Kiffa,12303,Valid,H5,1500,Fell,1970-01-01T00:00:00.000,16.58333,-11.33333,Point,-11.33333,16.58333,,
Kijima (1906),12305,Valid,Stone-uncl,331,Fell,1906-01-01T00:00:00.000,36.85,138.38333,Point,138.38333,36.85,,
Kikino,12306,Valid,H6,195,Fell,1809-01-01T00:00:00.000,55,34,Point,34,55,,
Kilabo,12307,Valid,LL6,19000,Fell,2002-01-01T00:00:00.000,12.76667,9.8,Point,9.8,12.76667,,
Kilbourn,12308,Valid,H5,772,Fell,1911-01-01T00:00:00.000,43.58333,-89.6,Point,-89.6,43.58333,41,2971
Killeter,12309,Valid,H6,140,Fell,1844-01-01T00:00:00.000,54.66667,-7.66667,Point,-7.66667,54.66667,,
Kingai,12316,Valid,H6,67.4,Fell,1967-01-01T00:00:00.000,11.63333,24.68333,Point,24.68333,11.63333,,
Kirbyville,12321,Valid,Eucrite-mmict,97.7,Fell,1906-01-01T00:00:00.000,30.75,-95.95,Point,-95.95,30.75,23,2018
Kisvarsány,12325,Valid,L6,1550,Fell,1914-01-01T00:00:00.000,48.16667,22.30833,Point,22.30833,48.16667,,
Kitchener,12326,Valid,L6,202.6,Fell,1998-01-01T00:00:00.000,43.38333,-80.38333,Point,-80.38333,43.38333,,
Klein-Wenden,12332,Valid,H6,3250,Fell,1843-01-01T00:00:00.000,51.6,10.8,Point,10.8,51.6,,
Knyahinya,12335,Valid,L/LL5,500000,Fell,1866-01-01T00:00:00.000,48.9,22.4,Point,22.4,48.9,,
Kobe,12336,Valid,CK4,136,Fell,1999-01-01T00:00:00.000,34.73333,135.16667,Point,135.16667,34.73333,,
Kokubunji,12342,Valid,L6,11510,Fell,1986-01-01T00:00:00.000,34.3,133.95,Point,133.95,34.3,,
Komagome,12343,Valid,Iron,238,Fell,1926-01-01T00:00:00.000,35.73333,139.75,Point,139.75,35.73333,,
Konovo,12344,Valid,LL5,90,Fell,1931-01-01T00:00:00.000,42.51667,26.16667,Point,26.16667,42.51667,,
Košice,53810,Valid,H5,4300,Fell,2010-01-01T00:00:00.000,48.76367,21.17633,Point,21.17633,48.76367,,
Krähenberg,12353,Valid,LL5,16500,Fell,1869-01-01T00:00:00.000,49.32694,7.46472,Point,7.46472,49.32694,,
Krasnoi-Ugol,12355,Valid,L6,2440,Fell,1829-01-01T00:00:00.000,54.03333,40.9,Point,40.9,54.03333,,
Krasnyi Klyuch,12357,Valid,H5,4000,Fell,1946-01-01T00:00:00.000,54.33333,56.08333,Point,56.08333,54.33333,,
Krutikha,12363,Valid,OC,845.2,Fell,1906-01-01T00:00:00.000,56.8,77,Point,77,56.8,,
Krymka,12364,Valid,LL3.2,50000,Fell,1946-01-01T00:00:00.000,47.83333,30.76667,Point,30.76667,47.83333,,
Kukschin,12368,Valid,L6,2250,Fell,1938-01-01T00:00:00.000,51.15,31.7,Point,31.7,51.15,,
Kulak,12369,Valid,L5,453.6,Fell,1961-01-01T00:00:00.000,30.73111,66.80222,Point,66.80222,30.73111,,
Kuleschovka,12370,Valid,L6,6000,Fell,1811-01-01T00:00:00.000,50.75,33.5,Point,33.5,50.75,,
Kulp,12373,Valid,H6,3719,Fell,1906-01-01T00:00:00.000,41.11667,45,Point,45,41.11667,,
Kunashak,12377,Valid,L6,200000,Fell,1949-01-01T00:00:00.000,55.78333,61.36667,Point,61.36667,55.78333,,
Kunya-Urgench,12379,Valid,H5,1100000,Fell,1998-01-01T00:00:00.000,42.25,59.2,Point,59.2,42.25,,
Kushiike,12381,Valid,OC,4460,Fell,1920-01-01T00:00:00.000,37.05,138.38333,Point,138.38333,37.05,,
Kusiali,12382,Valid,L6,5,Fell,1860-01-01T00:00:00.000,29.68333,78.38333,Point,78.38333,29.68333,,
Kutais,12383,Valid,H5,23,Fell,1977-01-01T00:00:00.000,44.51667,39.3,Point,39.3,44.51667,,
Kuttippuram,12384,Valid,L6,45000,Fell,1914-01-01T00:00:00.000,10.83333,76.03333,Point,76.03333,10.83333,,
Kuznetzovo,12385,Valid,L6,4047,Fell,1932-01-01T00:00:00.000,55.2,75.33333,Point,75.33333,55.2,,
Kyushu,12390,Valid,L6,45000,Fell,1886-01-01T00:00:00.000,32.03333,130.63333,Point,130.63333,32.03333,,
La Bécasse,12392,Valid,L6,2800,Fell,1879-01-01T00:00:00.000,47.08333,1.75,Point,1.75,47.08333,,
La Charca,12394,Valid,OC,399,Fell,1878-01-01T00:00:00.000,20.66667,-101.28333,Point,-101.28333,20.66667,,
La Colina,12395,Valid,H5,2000,Fell,1924-01-01T00:00:00.000,-37.33333,-61.53333,Point,-61.53333,-37.33333,,
La Criolla,12396,Valid,L6,45000,Fell,1985-01-01T00:00:00.000,-31.23333,-58.16667,Point,-58.16667,-31.23333,,
Laborel,12408,Valid,H5,3833,Fell,1871-01-01T00:00:00.000,44.28333,5.58333,Point,5.58333,44.28333,,
Lahrauli,12433,Valid,Ureilite,900,Fell,1955-01-01T00:00:00.000,26.78333,82.71667,Point,82.71667,26.78333,,
L'Aigle,12434,Valid,L6,37000,Fell,1803-01-01T00:00:00.000,48.76667,0.63333,Point,0.63333,48.76667,,
Cumulus Hills 04075,32531,Valid,Pallasite,9.6,Found,2003-01-01T00:00:00.000,,,,,,,
Lakangaon,12435,Valid,Eucrite-mmict,212.5,Fell,1910-01-01T00:00:00.000,21.86667,76.03333,Point,76.03333,21.86667,,
Lalitpur,12451,Valid,L6,372,Fell,1887-01-01T00:00:00.000,24.45,78.56667,Point,78.56667,24.45,,
Lancé,12455,Valid,CO3.5,51700,Fell,1872-01-01T00:00:00.000,47.7,1.06667,Point,1.06667,47.7,,
Lancon,12456,Valid,H6,7000,Fell,1897-01-01T00:00:00.000,43.75,5.11667,Point,5.11667,43.75,,
Långhalsen,12461,Valid,L6,2300,Fell,1947-01-01T00:00:00.000,58.85,16.73333,Point,16.73333,58.85,,
Lanxi,12464,Valid,L6,1282,Fell,1986-01-01T00:00:00.000,46.24167,126.19611,Point,126.19611,46.24167,,
Lanzenkirchen,12465,Valid,L4,7000,Fell,1925-01-01T00:00:00.000,47.75,16.23333,Point,16.23333,47.75,,
Laochenzhen,12466,Valid,H5,14250,Fell,1987-01-01T00:00:00.000,33.13333,115.16667,Point,115.16667,33.13333,,
Launton,12740,Valid,L6,1060,Fell,1830-01-01T00:00:00.000,51.9,-1.11667,Point,-1.11667,51.9,,
Lavrentievka,12743,Valid,L6,800,Fell,1938-01-01T00:00:00.000,52.45,51.56667,Point,51.56667,52.45,,
Le Pressoir,12748,Valid,H5,3000,Fell,1845-01-01T00:00:00.000,47.16667,0.43333,Point,0.43333,47.16667,,
Le Teilleul,12749,Valid,Howardite,780,Fell,1845-01-01T00:00:00.000,48.53333,-0.86667,Point,-0.86667,48.53333,,
Leedey,12755,Valid,L6,51500,Fell,1943-01-01T00:00:00.000,35.88333,-99.33333,Point,-99.33333,35.88333,20,608
Leeuwfontein,12756,Valid,L6,460,Fell,1912-01-01T00:00:00.000,-25.66667,28.36667,Point,28.36667,-25.66667,,
Leighlinbridge,12759,Valid,L6,271.4,Fell,1999-01-01T00:00:00.000,52.66667,-6.96667,Point,-6.96667,52.66667,,
Leighton,12760,Valid,H5,877,Fell,1907-01-01T00:00:00.000,34.58333,-87.5,Point,-87.5,34.58333,29,1585
Leonovka,12765,Valid,L6,700,Fell,1900-01-01T00:00:00.000,52.26667,32.85,Point,32.85,52.26667,,
Les Ormes,12769,Valid,L6,125,Fell,1857-01-01T00:00:00.000,48.35,3.25,Point,3.25,48.35,,
Lesves,12772,Valid,L6,2000,Fell,1896-01-01T00:00:00.000,50.36667,4.73333,Point,4.73333,50.36667,,
Lichtenberg,14646,Valid,H6,4000,Fell,1973-01-01T00:00:00.000,-26.15,26.18333,Point,26.18333,-26.15,,
Lillaverke,14650,Valid,H5,6862,Fell,1930-01-01T00:00:00.000,56.65,15.86667,Point,15.86667,56.65,,
Limerick,14652,Valid,H5,50000,Fell,1813-01-01T00:00:00.000,52.56667,-8.78333,Point,-8.78333,52.56667,,
Linum,14655,Valid,L6,1862,Fell,1854-01-01T00:00:00.000,52.75,12.9,Point,12.9,52.75,,
Lishui,14659,Valid,L5,498,Fell,1978-01-01T00:00:00.000,31.63333,118.98333,Point,118.98333,31.63333,,
Lissa,14661,Valid,L6,12800,Fell,1808-01-01T00:00:00.000,50.2,14.85,Point,14.85,50.2,,
Little Piney,14664,Valid,L5,491,Fell,1839-01-01T00:00:00.000,37.91667,-92.08333,Point,-92.08333,37.91667,18,2171
Lixna,14670,Valid,H4,5213,Fell,1820-01-01T00:00:00.000,56,26.43333,Point,26.43333,56,,
Lodran,14675,Valid,Lodranite,1000,Fell,1868-01-01T00:00:00.000,29.53333,71.8,Point,71.8,29.53333,,
Lohawat,14678,Valid,Howardite,40000,Fell,1994-01-01T00:00:00.000,26.96556,72.62667,Point,72.62667,26.96556,,
Lorton,52843,Valid,L6,329.7,Fell,2010-01-01T00:00:00.000,38.70066,-77.21163,Point,-77.21163,38.70066,40,2770
Los Martinez,14708,Valid,L6,25,Fell,1894-01-01T00:00:00.000,38,-0.83333,Point,-0.83333,38,,
Lost City,14711,Valid,H5,17000,Fell,1970-01-01T00:00:00.000,36.00833,-95.15,Point,-95.15,36.00833,20,2711
Louisville,14716,Valid,L6,1300,Fell,1977-01-01T00:00:00.000,38.25,-85.75,Point,-85.75,38.25,36,1327
Łowicz,14718,Valid,Mesosiderite-A3,59000,Fell,1935-01-01T00:00:00.000,52,19.91667,Point,19.91667,52,,
Lua,14721,Valid,L5,9241,Fell,1926-01-01T00:00:00.000,24.95,75.15,Point,75.15,24.95,,
Lucé,14724,Valid,L6,3500,Fell,1768-01-01T00:00:00.000,47.85,0.48333,Point,0.48333,47.85,,
Lumpkin,14753,Valid,L6,340,Fell,1869-01-01T00:00:00.000,32.03333,-84.76667,Point,-84.76667,32.03333,31,1567
Lunan,14754,Valid,H6,2520,Fell,1980-01-01T00:00:00.000,24.8,103.3,Point,103.3,24.8,,
Lundsgård,14755,Valid,L6,11000,Fell,1889-01-01T00:00:00.000,56.21667,13.03333,Point,13.03333,56.21667,,
Luotolax,14756,Valid,Howardite,885,Fell,1813-01-01T00:00:00.000,61.2,27.7,Point,27.7,61.2,,
Luponnas,14757,Valid,H3-5,14000,Fell,1753-01-01T00:00:00.000,46.21667,5,Point,5,46.21667,,
Lusaka,14759,Valid,Unknown,0,Fell,1951-01-01T00:00:00.000,-7.21667,29.43333,Point,29.43333,-7.21667,,
Mabwe-Khoywa,14764,Valid,L5,540,Fell,1937-01-01T00:00:00.000,19,97,Point,97,19,,
Macau,15370,Valid,H5,1500,Fell,1836-01-01T00:00:00.000,-5.2,-36.66667,Point,-36.66667,-5.2,,
Machinga,15371,Valid,L6,93200,Fell,1981-01-01T00:00:00.000,-15.21222,35.24222,Point,35.24222,-15.21222,,
Macibini,15372,Valid,Eucrite-pmict,1995,Fell,1936-01-01T00:00:00.000,-28.83333,31.95,Point,31.95,-28.83333,,
Madhipura,15379,Valid,L,1000,Fell,1950-01-01T00:00:00.000,25.91667,86.36667,Point,86.36667,25.91667,,
Madiun,15380,Valid,L6,400,Fell,1935-01-01T00:00:00.000,-7.75,111.53333,Point,111.53333,-7.75,,
Madrid,15382,Valid,L6,400,Fell,1896-01-01T00:00:00.000,40.41667,-3.71667,Point,-3.71667,40.41667,,
Mafra,15383,Valid,L3-4,600,Fell,1941-01-01T00:00:00.000,-26.16667,-49.93333,Point,-49.93333,-26.16667,,
Magnesia,15386,Valid,"Iron, IAB-sHL",5000,Fell,1899-01-01T00:00:00.000,37.86667,27.51667,Point,27.51667,37.86667,,
Magombedze,15387,Valid,H3-5,666.6,Fell,1990-01-01T00:00:00.000,-19.48333,31.65,Point,31.65,-19.48333,,
Mahadevpur,47361,Valid,H4/5,70500,Fell,2007-01-01T00:00:00.000,27.66667,95.78333,Point,95.78333,27.66667,,
Maigatari-Danduma,30751,Valid,H5/6,4629,Fell,2004-01-01T00:00:00.000,12.83333,9.38333,Point,9.38333,12.83333,,
Malaga,15393,Valid,OC,150,Fell,1933-01-01T00:00:00.000,32.21667,-104,Point,-104,32.21667,11,611
Malakal,15394,Valid,L5,2000,Fell,1970-01-01T00:00:00.000,9.5,31.75,Point,31.75,9.5,,
Malampaka,15395,Valid,H,470,Fell,1930-01-01T00:00:00.000,-3.13333,33.51667,Point,33.51667,-3.13333,,
Malotas,15397,Valid,H5,0,Fell,1931-01-01T00:00:00.000,-28.93333,-63.23333,Point,-63.23333,-28.93333,,
Malvern,15400,Valid,Eucrite-pmict,807,Fell,1933-01-01T00:00:00.000,-29.45,26.76667,Point,26.76667,-29.45,,
Mamra Springs,15401,Valid,L6,1000,Fell,1927-01-01T00:00:00.000,45.21667,62.08333,Point,62.08333,45.21667,,
Manbhoom,15402,Valid,LL6,1700,Fell,1863-01-01T00:00:00.000,23.05,86.7,Point,86.7,23.05,,
Manegaon,15403,Valid,Diogenite,50,Fell,1843-01-01T00:00:00.000,20.96667,76.1,Point,76.1,20.96667,,
Mangwendi,15405,Valid,LL6,22300,Fell,1934-01-01T00:00:00.000,-17.65,31.6,Point,31.6,-17.65,,
Manych,15409,Valid,LL3.4,3555,Fell,1951-01-01T00:00:00.000,45.81667,44.63333,Point,44.63333,45.81667,,
Mardan,15414,Valid,H5,4500,Fell,1948-01-01T00:00:00.000,34.23333,72.08333,Point,72.08333,34.23333,,
Maria Linden,15418,Valid,L4,114,Fell,1925-01-01T00:00:00.000,,,,,,,
Mariaville,15419,Valid,Iron,340,Fell,1898-01-01T00:00:00.000,42.71667,-99.38333,Point,-99.38333,42.71667,19,471
Maribo,48973,Valid,CM2,25.81,Fell,2009-01-01T00:00:00.000,54.76183,11.46745,Point,11.46745,54.76183,,
Maridi,15421,Valid,H6,3200,Fell,1941-01-01T00:00:00.000,4.66667,29.25,Point,29.25,4.66667,,
Marilia,15422,Valid,H4,2500,Fell,1971-01-01T00:00:00.000,-22.25,-49.93333,Point,-49.93333,-22.25,,
Marion (Iowa),15424,Valid,L6,28400,Fell,1847-01-01T00:00:00.000,41.9,-91.6,Point,-91.6,41.9,16,287
Marjalahti,15426,Valid,"Pallasite, PMG",45000,Fell,1902-01-01T00:00:00.000,61.5,30.5,Point,30.5,61.5,,
Marmande,15429,Valid,L5,3000,Fell,1848-01-01T00:00:00.000,44.5,0.15,Point,0.15,44.5,,
Maromandia,15430,Valid,L6,6000,Fell,2002-01-01T00:00:00.000,-14.2,48.1,Point,48.1,-14.2,,
Maryville,15436,Valid,L6,1443,Fell,1983-01-01T00:00:00.000,35.8,-84.1,Point,-84.1,35.8,39,2740
Mascombes,15438,Valid,L6,1000,Fell,1836-01-01T00:00:00.000,45.36667,1.86667,Point,1.86667,45.36667,,
Mason Gully,53653,Valid,H5,24.54,Fell,2010-01-01T00:00:00.000,0,0,Point,0,0,,
Mässing,15443,Valid,Howardite,1600,Fell,1803-01-01T00:00:00.000,48.13333,12.61667,Point,12.61667,48.13333,,
Mauerkirchen,15446,Valid,L6,19000,Fell,1768-01-01T00:00:00.000,48.18333,13.13333,Point,13.13333,48.18333,,
Mauritius,15447,Valid,L6,220,Fell,1801-01-01T00:00:00.000,-20,57,Point,57,-20,,
Mayo Belwa,15451,Valid,Aubrite,4850,Fell,1974-01-01T00:00:00.000,8.96667,12.08333,Point,12.08333,8.96667,,
